"plot_code"	"d_chamber"	"smpl_date"	"all"	"CH4.units"	"CH4.pv"	"CH4.flux"	"CH4.r2"	"CH4.nrmse"	"CH4.r2.f"	"CH4.range.hf"	"CH4.nrmse.f"	"CH4.nomba.f"	"CH4.rl"	"t.air"	"p.air"
"QUI-01"	"03-A1"	"11/23/16"	"QUI-01.03-A1.11/23/16"	"mg"	"**"	2.62339291084992	0.945696653705287	0.0939373235048291	1	1	1	0	30	27.9	101010
"QUI-01"	"03-A2"	"11/23/16"	"QUI-01.03-A2.11/23/16"	"mg"	"*"	2.02278597072983	0.99914887850593	0.0206353086644918	1	1	1	0	30	27.9	101010
"QUI-01"	"03-B1"	"11/23/16"	"QUI-01.03-B1.11/23/16"	"mg"	"***"	3.59258726789759	0.998262077922829	0.0219501331958328	1	1	1	0	30	27.9	101010
"QUI-01"	"03-B2"	"11/23/16"	"QUI-01.03-B2.11/23/16"	"mg"	"**"	3.47252220770554	0.99986870986341	0.00810234979912874	1	1	1	0	30	27.9	101010
"QUI-01"	"07-A1"	"11/23/16"	"QUI-01.07-A1.11/23/16"	"mg"	" "	-22.0561534860912	0.862970473838527	0.294468755296029	1	1	0	2	30	30.4	100950
"QUI-01"	"07-A2"	"11/23/16"	"QUI-01.07-A2.11/23/16"	"mg"	" "	-34.763377954212	0.714237182116728	0.426867750051205	0	1	0	2	30	30.4	100950
"QUI-01"	"07-B1"	"11/23/16"	"QUI-01.07-B1.11/23/16"	"mg"	" "	15.1274381060261	0.973352932950679	0.117089175412427	1	1	1	0	30	30.4	100950
"QUI-01"	"07-B2"	"11/23/16"	"QUI-01.07-B2.11/23/16"	"mg"	"."	6.24606759330258	0.977771333238045	0.106541936465941	1	1	1	0	30	30.4	100950
